user_id,age,gender,attracted_to,iq_share_correct,agreeableness,conscientiousness,extraversion,neuroticism,openness,avg_physical_attractiveness_rating,height_inches,income_bucket,ethnicity,religion,politics,nicotine_score,alcohol_score,marijuana_score,has_used_psychedelics,behavioral_health_score,sex_partners_score,get_along_well_with_family_score,political_tolerance_score,ethnicity_importance_score,religion_importance_score,politics_importance_score,num_children_wanted_score,already_has_kids,casual_sex_score,hard_work_and_success_belief_score
WWxIVKhayqhxiE7UMZKzEZcb1WE2,53,female,men,0.666666666666667,41,41,24,34,20,2,63,3,censored,censored,censored,0,0,0,0,2,0,1,0,1,1,1,0,0,2,0
JF4W6aqV6WR7zwmnWsfresY5x1t1,43,female,men,,,,,,,,,,censored,censored,censored,,,,,,,,,,,,,,,
XH0jylYynnac3vQ7uh7pHokxRMi2,56,female,men,,,,,,,,,,censored,censored,censored,,,,,,,,,,,,,,,
Ea5YVSzlGFXsCUrozgEwnQQXpF63,38,female,men,,,,,,,,,,censored,censored,censored,,,,,,,,,,,,,,,
c5J4ubSvsOW6juoXLdEku4dLzoR2,39,male,women,,,,,,,,,,censored,censored,censored,,,,,,,,,,,,,,,
7dekQ7sdI0dbPZamiWi6JJaC8Dt2,42,male,women,,,,,,,,,,censored,censored,censored,,,,,,,,,,,,,,,
bDbeB06z07ghWlpzj39Q1MAn8Vu2,44,male,women,,,,,,,3.45454545454545,,,censored,censored,censored,,,,,,,,4,,,,,,4,
tjG63gxgagP1d9wCY3LkpUxgb6t1,26,female,men,,,,,,,,,,censored,censored,censored,,,,,,,,,,,,,,,
cA889sfQalRPmmYliXgtv5wg4vT2,32,male,women,,,,,,,,,6,censored,censored,censored,,,,1,,,,,,,,,,,4
p9rh2qYLUThkiduxpQUd9UmeJTg1,31,female,men,,,,,,,6.33333333333333,,,censored,censored,censored,,,,,,,,,,,,,,,
BFnj5LOjUVdMwvxhfjGhvboWbM03,29,female,men,,,,,,,4.2,66,,censored,censored,censored,0,1,,,,,1,,0,1,2,,,,3
Zei0SoGffIXktU3ZRYZuohcdHGe2,31,male,women,,,,,,,,,,censored,censored,censored,,2,,,,,,,0,,,,,2,
aJEoBOR86DepmuygAv3zfLvhlXd2,30,female,men,0.933333333333333,37,40,37,18,28,7.77777777777778,63,4,censored,censored,censored,0,1,2,1,,1,,,0,1,2,3,1,0,
ZmDDnhaF5jcVRug6wDauIZk6kxj1,28,male,women,0.0666666666666667,31,31,29,20,21,,69,1,censored,censored,censored,0,2,0,0,3,0,0,2,1,1,1,0,0,2,4
akhRxmHdEtUINSSCWcucer6PViH3,35,male,women,,,,,,,,,,censored,censored,censored,,,,,,,,,,,,,,,
wLELnFzpO3PH45oP44uGrJoESDi1,26,female,men,,,,,,,,,,censored,censored,censored,,2,1,,,,,,0,0,,,,,
QYbndsscwfSxFMNYld55YXF3ZQ03,26,female,men,,,,,,,7.27272727272727,,,censored,censored,censored,,,,,,,,,,,,,,,
OB0q1gPrt5Qs9K9LLwgfT3hcDfx1,35,male,women,0.933333333333333,38,34,37,22,30,,73,4,censored,censored,censored,0,2,2,1,4,1,1,,0,1,1,1,0,2,3
s1tIN1q4EHfGAEWifSXJYOAc0n83,27,male,women,,,,,,,1.61538461538462,,,censored,censored,censored,,,,,,,,,,,,,,,
r6vmd0HgQQS7MR5Vr6oQ9ZoTvMC2,32,male,women,1,42,36,40,12,28,4,72,7,censored,censored,censored,0,1,0,0,4,1,1,4,0,0,0,0,0,4,4
aCtiyWsyk7Vl5tU7hcpeDiy47412,30,male,women,,,,,,,3.14285714285714,,3,censored,censored,censored,,,,,,,,,,,,,,,
OYLhGhAb7BSaue7XxZjUGQGQBdH2,34,male,women,0.333333333333333,34,34,29,22,27,2.84615384615385,71,5,censored,censored,censored,0,1,0,0,3,1,0,2,0,0,0,0,0,2,4
Dxg3m9E0uXWm1z3eQGCk5TzpVzi1,26,female,men,0.933333333333333,41,33,29,21,27,6.5,66,4,censored,censored,censored,0,2,0,0,,0,,,0,2,1,2,0,0,
s3qr3IlP1uSWUmhs2dFzZ9kVqn42,32,male,women,,,,,,,,,,censored,censored,censored,,,,,,,,,,,,,,,
ikL0LkRt8mUlJjGHNr9UaPwgehT2,32,male,women,0.933333333333333,36,38,26,30,24,3.125,68,8,censored,censored,censored,1,1,1,1,4,1,1,3,1,1,1,2,0,1,3
55wMPdOpJZgkFwvBgbnDUOe1yHC2,35,female,men,,,,,,,,,,censored,censored,censored,,,,,,,,,,,,,,,
FzTepehTuvet0eqZw9fVUY40Evo1,47,female,men,,,,,,,,,,censored,censored,censored,,,,,,,,,,,,,,,
3pynX5JMXGPDeCnoDtM3UmDLjf13,31,female,men,0.866666666666667,35,29,41,29,28,5.95,70,4,censored,censored,censored,0,2,2,0,,2,,,0,1,2,0,0,3,
gn7ryC5HAkN22QpeCyboZq8vasD2,25,female,men,,,,,,,3.6,,,censored,censored,censored,,1,,,,,,,,0,2,1,,,
JzozPlyAhyYAJstAJSESFPEyMtx1,42,male,women,0.933333333333333,35,38,33,18,25,3.57142857142857,73,5,censored,censored,censored,0,2,0,1,4,1,1,3,0,0,0,1,0,3,3
ruQCGJqH5rglWBtbdU2qIINuj4J2,38,male,women,,,,,,,,,,censored,censored,censored,,,,,,,,,,,,,,,
I5ZJGz7pqbbdyO4PYc7S6YpMxen1,37,male,women,0.466666666666667,39,43,37,17,30,5.4,74,4,censored,censored,censored,0,1,3,1,4,3,0,2,1,1,1,1,1,2,3
sk8NbBMImWRa1FQgOLy0w6Wmqk13,30,male,women,,,,,,,,,,censored,censored,censored,,,,,,,,,,,,,,,
WpsuSOH1Z6NLIv3J9Mavdql8HkW2,25,female,everyone,,,,,,,,,,censored,censored,censored,,,,,,,,,,,,,,,
RHypahL9kjgbgAqB20AgvFoWlAh2,34,female,men,,,,,,,,,,censored,censored,censored,,,,,,,,,,,,,,,
CxbtSAC4JMUIWUqSPhD30hXL4hC3,34,male,women,,,,,,,,,,censored,censored,censored,,,,,,,,,,,,,,,
QVpjYZDPC8VCreKsqdbYLG34AEu1,35,female,everyone,0.4,39,43,41,18,28,5.53846153846154,67,5,censored,censored,censored,0,2,0,0,4,1,1,4,0,0,0,1,1,2,4
AHPq3jQwbwcSBYd1mMhF18b0SOW2,32,male,women,0.6,35,36,38,23,30,4.625,71,7,censored,censored,censored,0,2,1,1,1,0,1,3,0,0,0,0,0,4,3
NttIsp8zhAeJcGztYNJKxmDDWAr2,23,male,women,,,,,,,,,,censored,censored,censored,,,,,,,,,,,,,,,
uSI45y99DBUItAzW2ki9AKVErBa2,51,male,everyone,0.133333333333333,30,33,28,23,23,,68,5,censored,censored,censored,0,1,0,1,,1,,,1,0,2,1,0,1,
vayX5GQQMKfconuBDbDpnYtz5dG3,29,female,men,,,,,,,,,,censored,censored,censored,,,,,,,,,,,,,,,
kSBHm1ApFDhyMblKrSvIvIlJ9Kr1,33,male,women,0.2,41,37,35,15,29,5.57142857142857,72,6,censored,censored,censored,0,2,2,1,4,1,1,4,0,0,0,2,1,4,3
uQuAqpuh3TgQcVSJrgFgEguZ1Vk1,34,male,women,0.2,34,36,35,19,26,3.88888888888889,78,4,censored,censored,censored,0,1,1,1,4,4,1,2,0,0,0,2,0,3,4
6eKSXc3ru0P6MUxN8FFN0mRzCld2,43,male,women,0.8,42,37,42,15,30,2.33333333333333,64,6,censored,censored,censored,0,2,0,0,2,2,1,1,0,0,0,2,0,2,3
A4sx3GYAjggrdxGhToToLxXjvmo1,32,female,men,0.666666666666667,36,39,38,15,25,,62,5,censored,censored,censored,0,1,0,0,3,2,1,3,0,0,0,0,1,3,2
hPcXKbDxvESXZxfZoclF6Nn2V6f1,43,male,women,0.933333333333333,35,38,42,14,29,,70,8,censored,censored,censored,0,1,0,0,1,2,1,3,2,1,1,2,0,3,3
T94KmAVgt1RYAX4MZnFZVYRPuE72,39,male,women,,,,,,,,,6,censored,censored,censored,,,,1,,,,,,,,,,,
VgLHh3bgwChKQ2Mk0ZfhqVuwzvx1,23,female,men,,,,,,,,,,censored,censored,censored,,,,,,,,,,,,,,,
KWD0jgLDWuTv7ZwsW2nVLZt2zRn1,37,female,everyone,1,36,24,37,20,28,,66,5,censored,censored,censored,0,2,1,1,,0,,,0,1,1,2,0,3,
r98gQKb35aTAyVP5nEnaxGNimgh2,31,female,men,0.6,39,31,39,28,28,4.23076923076923,69,4,censored,censored,censored,0,2,1,0,2,1,1,2,0,1,1,0,0,2,3
KUvqkKLRyPOFMWbjHCbC1aBkxEc2,28,male,women,,,,,,,,,,censored,censored,censored,,,,,,,,,,,,,,,
ofh8blAerJUPiMfr10ngmEua6m12,31,male,women,,,,,,,,,,censored,censored,censored,,,,,,,,,,,,,,,
mZqtZlUQsqdzzrtPpncyH2hry822,32,female,men,,,,,,,,,,censored,censored,censored,,,,,,,,,,,,,,,
PGDODDeDxGX3CYnfmM7W2ju0wor2,31,female,women,,,,,,,,,,censored,censored,censored,,,,,,,,,0,,,,,,
MFmHIgplpoTsvYVlY44OyYM4Pno2,33,female,men,0.866666666666667,38,41,42,12,29,6.78571428571429,62,7,censored,censored,censored,0,2,0,0,,1,,,0,1,1,2,1,3,
irILnYcFiVccg7LNkTYXnsCvYu63,30,male,women,,38,38,40,33,19,4.59090909090909,67,7,censored,censored,censored,0,2,0,0,4,1,1,2,0,0,1,2,0,3,3
aodeY7o0jcYZTCm3TwLHxQYK49t1,50,male,women,0.6,42,43,37,18,27,2.91666666666667,68,5,censored,censored,censored,0,1,0,0,,0,,,0,0,0,0,1,4,
EiiT8OY7cvcwIs1Zp0BgXpA8bK43,31,female,men,,,,,,,,,,censored,censored,censored,,,,,,,,,,,,,,,
VTMFo1yBXjXpdFy4Kqo7iiwMa8a2,31,female,men,,,,,,,6.8,,,censored,censored,censored,,,,,,,,,,,,,,,
srs2JWCXCPTtDFVvm3jHkgOxLbs2,31,female,men,0.8,39,35,34,19,29,5.46153846153846,68,3,censored,censored,censored,0,2,2,1,2,2,1,3,0,1,1,2,0,3,3
e6sDhzLJaFagMHCMwO7NDR2fkKy2,25,female,men,,,,,,,,,,censored,censored,censored,,,,,,,,,,,,,,,
1sJwFwFBXAhNzEVYoMbQYwEHh7F2,27,male,men,,,,,,,,,,censored,censored,censored,,,,,,,,,,,,,,,
WzUjFAxDVPWGkksbaHovKBfnDti2,33,female,men,,,,,,,,,,censored,censored,censored,,,,,,,,,,,,,,,
fiHk94j8tTgnOFINnHGJ9Mu8HRm1,32,male,everyone,,,,,,,,,,censored,censored,censored,,,,,,,,,,,,,,,
WspA9mlpS8PmVKPrbs73r8UYaz42,27,female,men,,,,,,,,,,censored,censored,censored,,,,,,,,,,,,,,,
Bn5NQ30uHKaoZQNtxxHbZXaMPAC2,27,female,everyone,,,,,,,,,,censored,censored,censored,,,,,,,,,,,,,,,
eEE68AMJqLWPs0uerScv10YcULp1,27,female,men,,,,,,,,,,censored,censored,censored,,,,,,,,,,,,,,,
3uqQ5pIOx7fVV8mGqtpKJL8Ot1n1,27,female,men,,,,,,,,,,censored,censored,censored,,,,,,,,,,,,,,,
d58ucjqUvZMK8VOpmNCtR34kpCq1,38,female,men,0.933333333333333,42,41,39,14,29,,72,3,censored,censored,censored,0,2,1,0,1,2,1,3,1,2,2,2,1,1,4
Jro1JgnwW6SRJUQbvwoDlJoS1cB3,33,female,men,,,,,,,,,,censored,censored,censored,,,,,,,,,,,,,,,
5jmgtOG5WuRRyRgiZgb7w95CDPT2,36,female,men,,,,,,,,,,censored,censored,censored,,,,,,,,,,,,,,,
zvf0BoUyDeZYoKaODLHUfo95kb73,46,male,women,,,,,,,,,,censored,censored,censored,,,,,,,,,,,,,,,
untBd1YQLNTY4Bpz0d11cxEusC83,29,female,men,0.266666666666667,36,38,39,14,29,4.6,66,5,censored,censored,censored,1,0,2,0,2,2,1,4,2,1,1,2,1,2,3
uVgiWn1idUPBNgzC4CXlpHWjoJz1,39,female,men,,,,,,,,,,censored,censored,censored,,,,,,,,,,,,,,,
Y5SUwcFAzxQTG979LU5VAJhmTFk2,32,female,everyone,,,,,,,,,,censored,censored,censored,,,,,,,,,,,,,,,
Sm78EaoNlTRwok5S2ngfhCZdNWd2,31,male,women,,,,,,,,,,censored,censored,censored,,,,,,,,,,,,,,,
wqphkOdRrsaiGmSPJU3cA6cvjoI2,32,male,women,,,,,,,,,,censored,censored,censored,,,,,,,,,,,,,,,
LRvzk773DnhEsBNAc5xK7ZRlsoW2,41,male,women,0.666666666666667,39,42,35,15,28,,67,3,censored,censored,censored,0,1,0,0,3,1,0,3,0,0,0,1,1,1,3
EuRFVNyizsYcS2wucJtNrcgg1Dj1,35,male,men,,,,,,,,,,censored,censored,censored,,,,,,,,,,,,,,,
jKONCPvgKbarBf0sHXFa6vkHpJr2,27,female,men,0.533333333333333,40,27,35,19,26,6.53846153846154,67,2,censored,censored,censored,0,2,2,1,,3,,,0,1,2,2,0,1,
sxM8DyyYIigwQmHPTXtNkWeCDKh1,31,male,women,,,,,,,,,,censored,censored,censored,,,,,,,,,,,,,,,
YGsOfXzlQWhnm5RiEl5YoYSMAP22,31,female,men,0.266666666666667,38,36,32,21,18,,67,2,censored,censored,censored,1,1,3,0,0,1,1,2,0,0,0,0,1,2,4
VQSjtMayKSYuDWV2f86WFWtAVm43,28,male,women,0.8,42,36,37,28,25,4.7,67,3,censored,censored,censored,0,2,0,1,2,1,1,3,0,2,1,2,0,0,4
psAngk8OtsN8jXCKy1YREVyFgYp2,26,male,women,,,,,,,4,,,censored,censored,censored,,,,,,,,,,,,,,,
G9uQJZmGDgNC3yEwI2pIR7rJdKp2,32,male,women,,,,,,,,,,censored,censored,censored,,,,,,,,,,,,,,,
1CARnASBjaf4M1inLCXxel97tni2,38,female,men,,,,,,,,,,censored,censored,censored,,,,,,,,,,,,,,,
XfqJvHc5eCZGWVVCsh1mxvzUSiG3,38,male,women,0.733333333333333,38,35,32,19,22,,69,7,censored,censored,censored,0,1,0,0,,0,,,0,0,0,1,1,2,
SaBfYn44rOcV5UVRVWTmIUsw2bs2,32,male,women,,,,,,,3.66666666666667,,,censored,censored,censored,,,,,,,,,0,,,,,2,
kKMZIrL4RoZBwCclI8trlKuEEgI2,34,female,men,0.8,39,32,41,12,25,5.625,69,5,censored,censored,censored,0,2,0,0,3,2,0,2,0,0,1,1,1,3,2
cCwGoIXpt1WQofotNTWUEuRBn2C2,35,female,men,,,,,,,,,6,censored,censored,censored,0,2,0,,2,,1,,2,0,0,1,0,,3
nu9P4KP69sTMdaWFFlVCLRCLW8i2,57,female,men,,,,,,,2.88888888888889,63,,censored,censored,censored,0,,,,,,,,,,,,,,
YqS0zWLjzGOnvVpKe6QlEQTZeDw1,28,female,men,,,,,,,,,,censored,censored,censored,,,,,,,,,,,,,,,
7y0pBVvadse86zt5mvfIFQbW67p1,28,female,men,,,,,,,,,,censored,censored,censored,,,,,,,,,,,,,,,
n9ghDtkAnSR0K6NdPCETBQDrVuB3,31,male,women,,,,,,,,,,censored,censored,censored,,,,,,,,,,,,,,,
Ap5LWRVK50XnE7PSWIsli8qsBVg2,30,female,men,,,,,,,,,,censored,censored,censored,,,,,,,,,,,,,,,
E4X9HR78oyLtjfZXuBc4L1aKZOW2,34,male,women,,,,,,,,,,censored,censored,censored,,,,,,,,,,,,,,,
iwdgSQEEPyM34fPaUocnkTRq33x2,31,female,men,,,,,,,,,,censored,censored,censored,,,,,,,,,,,,,,,
wC69CN0BKrQSd4o7yaoY4kxTWCh1,35,male,women,,,,,,,4.4,,,censored,censored,censored,,,,,,,,2,,,,,,,
2N7ZbDsNgafeCiOLZQCUbgGNNSY2,27,male,women,,,,,,,,,,censored,censored,censored,,,,,,,,,,,,,,,
mFzr2Rz0R4Sd2EB4OplzLxH5wgh1,81,male,women,,,,,,,,,,censored,censored,censored,,,,,,,,,,,,,,,
D90KHmXfvtNhv3KnkQHvTp9E13A2,29,male,women,,,,,,,3.58333333333333,,,censored,censored,censored,,,,,,,,,,,0,,,,
VjfiwiEjJhMyggdD61lKG6lj5rk2,29,female,men,,,,,,,,,,censored,censored,censored,,,,,,,,,,,,,,,
NM4OZTKj9TbINDa0MP9Idhaeevk2,32,male,women,,,,,,,3.93333333333333,,,censored,censored,censored,,,,,,,,,,,,,,,
qqpwOyKL6GRvZ0XWKMBuf9Y1y1D2,61,male,women,,,,,,,,,,censored,censored,censored,,,,,,,,,,,,,,,
cWsP1R4AwHa6qINb5L6REmVkIpc2,37,male,women,,,,,,,,,,censored,censored,censored,,,,,,,,,,,,,,,
KMODa46EVuUctXfPhRzfXM43n2S2,25,female,men,,,,,,,,,,censored,censored,censored,,1,,,,,0,,,,,,,,
UO6FDC8k4saXhZ3XwD1husgBDbX2,27,male,women,,,,,,,6.93333333333333,,,censored,censored,censored,,,,,,,,,,,,,,,
tCympRioJhTeQQEuEeNBPu6CDjr1,40,male,women,,,,,,,3.875,,,censored,censored,censored,,,,0,,,,,0,,,,,,
MuKznBYRHubVqsxMLWxXtIfXz382,45,male,women,,,,,,,,,,censored,censored,censored,,,,,,,,,,,,,,,
5ljpQOEBRceq7218V59R8C7IVw43,33,female,men,,,,,,,,,,censored,censored,censored,,,,,,,,,,,,,,,
gzj6RgX1RFXSt9vJ0XMLDiimxCl1,23,female,everyone,,,,,,,,,,censored,censored,censored,,,,,,,,,,,,,,,
ZApRBjHVWQTIeoHIDIAi1yDhgMx2,35,female,men,,,,,,,,,,censored,censored,censored,,,,,,,,,,,,,,,
96gEKSPFDfXrOzokPoFsSt0TQzi1,38,male,women,0.266666666666667,41,44,40,18,28,2.66666666666667,66,8,censored,censored,censored,0,2,1,0,2,1,1,4,0,0,0,1,0,3,4
CnuPz2vus3SNPVHrmsVpGGwsxg23,31,male,women,,,,,,,,67,,censored,censored,censored,,,,,4,,,,,,1,,,,2
96gn07OZVFYluI9JFzufdlGHU6t2,31,male,women,,,,,,,,,,censored,censored,censored,,,,,,,,,,,,,,,
Am47ASXjuXOrSW7tRBrTejNpymG2,43,female,men,,,,,,,3.1,,,censored,censored,censored,,,,,,,,,,,,,,,
7mTl6HqHjEMTItfntZmYy0DG6nl1,28,female,men,,,,,,,,,,censored,censored,censored,,,,,,,,,,,,,,,
zvnyy8yi8KOq99mc2J3dQGOIuU72,28,female,men,0.4,33,39,35,20,26,,63,4,censored,censored,censored,0,2,0,0,0,2,1,3,0,1,1,2,0,3,4
jt8ouESSI0Wllp7RqWUCt9fp5KG2,37,male,women,,,,,,,,,,censored,censored,censored,1,,,,,,,,,,0,0,,2,0
tnCUpXBuDQgJoP8PibgEPRdO5Gf2,32,male,women,,,,,,,,,,censored,censored,censored,,,,,,,,,,,,2,,,
